date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:51:50	151816/151816	---MCZ	200	added ('OK')	text/css	etag:W/%226392ed3d-25132%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/css/style.css?ver=11	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/css/style8bb0.css	(from https://www.paravision.ai/)
18:51:51	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2006%20Feb%202023%2021:51:50%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/barst/Desktop/coderstack/coderstack/www.googletagmanager.com/gtm.95445.delayed	(from https://www.paravision.ai/)
18:51:52	31136/31136	---M--	200	added ('OK')	font/woff2	etag:%226392ed3d-79a0%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-Bold.woff2	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-Bold.woff2	(from https://www.paravision.ai/)
18:51:53	31012/31012	---M--	200	added ('OK')	font/woff2	etag:%226392ed3d-7924%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-Light.woff2	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-Light.woff2	(from https://www.paravision.ai/)
18:51:54	30952/30952	---M--	200	added ('OK')	font/woff2	etag:%226392ed3d-78e8%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-SemiBold.woff2	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-SemiBold.woff2	(from https://www.paravision.ai/)
18:51:55	30812/30812	---M--	200	added ('OK')	font/woff2	etag:%226392ed3d-785c%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-Regular.woff2	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-Regular.woff2	(from https://www.paravision.ai/)
18:51:56	30416/30416	---M--	200	added ('OK')	font/woff2	etag:%226392ed3d-76d0%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-Medium.woff2	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-Medium.woff2	(from https://www.paravision.ai/)
18:51:56	6328/6328	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226392ed3c-18b8%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/images/paravision-logo-horizontal.svg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/images/paravision-logo-horizontal.svg	(from https://www.paravision.ai/)
18:51:56	6337/6337	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226392ed3d-18c1%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/images/paravision-logo-horizontal-light.svg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/images/paravision-logo-horizontal-light.svg	(from https://www.paravision.ai/)
18:51:57	35125/35125	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:51:56%20GMT	https://www.paravision.ai/trust/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/trust/index.html	(from https://www.paravision.ai/)
18:51:57	48597/48597	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:51:56%20GMT	https://www.paravision.ai/product/authentic-identity/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/product/authentic-identity/index.html	(from https://www.paravision.ai/)
18:51:58	46727/46727	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:51:56%20GMT	https://www.paravision.ai/product/identity/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/product/identity/index.html	(from https://www.paravision.ai/)
18:51:58	36768/36768	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:51:56%20GMT	https://www.paravision.ai/product/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/product/index.html	(from https://www.paravision.ai/)
18:51:58	62401/62401	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:51:56%20GMT	https://www.paravision.ai/product/face-recognition/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/product/face-recognition/index.html	(from https://www.paravision.ai/)
18:51:58	500473/500473	---M--	200	added ('OK')	image/jpeg	etag:%226392ed38-7a2f9%22	https://www.paravision.ai/wp-content/uploads/2022/09/hero-video-cover.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/09/hero-video-cover.jpg	(from https://www.paravision.ai/)
18:51:59	47883/47883	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:51:58%20GMT	https://www.paravision.ai/product/vision-ai/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/product/vision-ai/index.html	(from https://www.paravision.ai/)
18:51:59	491/491	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226392ed3c-1eb%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/images/ico-arrow.svg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/images/ico-arrow.svg	(from https://www.paravision.ai/)
18:51:59	34067/34067	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:51:58%20GMT	https://www.paravision.ai/applications/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/applications/index.html	(from https://www.paravision.ai/)
18:51:59	459/459	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226392ed3c-1cb%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/images/ico-arrow-2.svg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/images/ico-arrow-2.svg	(from https://www.paravision.ai/)
18:52:01	1452/1452	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Feb%202023%2021:51:59%20GMT	http://js.hs-scripts.com/6611607.js	C:/Users/barst/Desktop/coderstack/coderstack/js.hs-scripts.com/6611607.js	(from https://www.paravision.ai/)
18:52:01	38089/38089	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:51:59%20GMT	https://www.paravision.ai/applications/government-programs/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/applications/government-programs/index.html	(from https://www.paravision.ai/)
18:52:01	38507/38507	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:51:59%20GMT	https://www.paravision.ai/applications/travel-and-borders/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/applications/travel-and-borders/index.html	(from https://www.paravision.ai/)
18:52:01	297698/297698	---MCZ	200	added ('OK')	application/javascript	etag:W/%226392ed3d-48ae2%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/js/main-script.min.js?ver=6	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/js/main-script.min9055.js	(from https://www.paravision.ai/)
18:52:01	39115/39115	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:00%20GMT	https://www.paravision.ai/applications/digital-identity-verification/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/applications/digital-identity-verification/index.html	(from https://www.paravision.ai/)
18:52:02	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263dd3cba-302c%22	https://www.paravision.ai/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://www.paravision.ai/)
18:52:02	6130520/6130520	---M--	200	added ('OK')	video/mp4	etag:%226392ed3a-5d8b58%22	https://www.paravision.ai/wp-content/uploads/2022/05/home_page_header_video_1_1.mp4	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/05/home_page_header_video_1_1.mp4	(from https://www.paravision.ai/)
18:52:02	38674/38674	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:01%20GMT	https://www.paravision.ai/applications/physical-security/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/applications/physical-security/index.html	(from https://www.paravision.ai/)
18:52:02	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:01%20GMT	https://www.paravision.ai/paravision.ai	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/paravision.ai	(from https://cookie-cdn.cookiepro.com/consent/4146cd09-7cba-4e2d-b8b8-acb369b4fcb3/OtAutoBlock.js)
18:52:02	38532/38532	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:01%20GMT	https://www.paravision.ai/applications/automotive/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/applications/automotive/index.html	(from https://www.paravision.ai/)
18:52:03	48194/48194	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:02%20GMT	https://www.paravision.ai/converge/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/converge/index.html	(from https://www.paravision.ai/)
18:52:03	53918/53918	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:02%20GMT	https://www.paravision.ai/resources/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/resources/index.html	(from https://www.paravision.ai/)
18:52:03	66528/66528	---MCZ	200	added ('OK')	text/javascript	etag:W/%221ea4d856d7fe2e0b046c337c46474188%22	https://js.hs-analytics.net/analytics/1647413100000/6611607.js	C:/Users/barst/Desktop/coderstack/coderstack/js.hs-analytics.net/analytics/1647413100000/6611607.js	(from https://cookie-cdn.cookiepro.com/consent/4146cd09-7cba-4e2d-b8b8-acb369b4fcb3/OtAutoBlock.js)
18:52:03	39879/39879	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:02%20GMT	https://www.paravision.ai/newsroom/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/newsroom/index.html	(from https://www.paravision.ai/)
18:52:04	33614/33614	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:03%20GMT	https://www.paravision.ai/contact/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/contact/index.html	(from https://www.paravision.ai/)
18:52:04	35296/35296	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:03%20GMT	https://www.paravision.ai/careers/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/careers/index.html	(from https://www.paravision.ai/)
18:52:04	32141/32141	---MCZ	200	added ('OK')	application/javascript	etag:W/%223c2b94ee703a0d55b5ff62e86aae592c%22	https://sc.lfeeder.com/lftracker_v1_lYNOR8xejnQ7WQJZ.js	C:/Users/barst/Desktop/coderstack/coderstack/sc.lfeeder.com/lftracker_v1_lYNOR8xejnQ7WQJZ.js	(from https://cookie-cdn.cookiepro.com/consent/4146cd09-7cba-4e2d-b8b8-acb369b4fcb3/OtAutoBlock.js)
18:52:04	51688/51688	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:03%20GMT	https://www.paravision.ai/news/ai-principles-in-practice-ethical-development-and-conscientious-sale-of-vision-ai-technology/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/news/ai-principles-in-practice-ethical-development-and-conscientious-sale-of-vision-ai-technology/index.html	(from https://www.paravision.ai/)
18:52:04	50234/50234	---MC-	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/barst/Desktop/coderstack/coderstack/www.google-analytics.com/analytics.js	(from https://cookie-cdn.cookiepro.com/consent/4146cd09-7cba-4e2d-b8b8-acb369b4fcb3/OtAutoBlock.js)
18:52:04	38975/38975	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:03%20GMT	https://www.paravision.ai/category/blog-posts/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/category/blog-posts/index.html	(from https://www.paravision.ai/)
18:52:04	55154/55154	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:04%20GMT	https://www.paravision.ai/news/synthetic-media-and-deepfakes-opportunities-threats-and-protections/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/news/synthetic-media-and-deepfakes-opportunities-threats-and-protections/index.html	(from https://www.paravision.ai/)
18:52:05	52273/52273	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:04%20GMT	https://www.paravision.ai/news/paravision-debuts-latest-developments-in-vision-ai-at-converge-2022/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/news/paravision-debuts-latest-developments-in-vision-ai-at-converge-2022/index.html	(from https://www.paravision.ai/)
18:52:05	39631/39631	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:04%20GMT	https://www.paravision.ai/category/company-news/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/category/company-news/index.html	(from https://www.paravision.ai/)
18:52:05	45/45	---M--	200	added ('OK')	image/gif	date:Mon,%2006%20Feb%202023%2021:52:04%20GMT	https://track.hubspot.com/__ptq.gif	C:/Users/barst/Desktop/coderstack/coderstack/track.hubspot.com/__ptq.gif	(from https://cookie-cdn.cookiepro.com/consent/4146cd09-7cba-4e2d-b8b8-acb369b4fcb3/OtAutoBlock.js)
18:52:05	31829/31829	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:04%20GMT	https://www.paravision.ai/category/keynotes/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/category/keynotes/index.html	(from https://www.paravision.ai/)
18:52:05	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2006%20Feb%202023%2021:52:04%20GMT	https://www.googletagmanager.com/gtm.js	C:/Users/barst/Desktop/coderstack/coderstack/www.googletagmanager.com/gtm.1d.delayed	(from https://cookie-cdn.cookiepro.com/consent/4146cd09-7cba-4e2d-b8b8-acb369b4fcb3/OtAutoBlock.js)
18:52:06	32593/32593	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:05%20GMT	https://www.paravision.ai/newsletter-subscribe/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/newsletter-subscribe/index.html	(from https://www.paravision.ai/)
18:52:06	42994/42994	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:05%20GMT	https://www.paravision.ai/company/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/company/index.html	(from https://www.paravision.ai/)
18:52:06	31236/31236	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:05%20GMT	https://www.paravision.ai/newsletter-unsubscribe/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/newsletter-unsubscribe/index.html	(from https://www.paravision.ai/)
18:52:06	35586/35586	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:06%20GMT	https://www.paravision.ai/ai-principles/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/ai-principles/index.html	(from https://www.paravision.ai/)
18:52:07	139/139	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20Feb%202023%2021:52:06%20GMT	https://www.paravision.ai/otBannerSdk.js	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/otBannerSdk.js	(from https://cookie-cdn.cookiepro.com/consent/4146cd09-7cba-4e2d-b8b8-acb369b4fcb3/otSDKStub.js)
18:52:07	45863/45863	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:06%20GMT	https://www.paravision.ai/privacy-policy/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/privacy-policy/index.html	(from https://www.paravision.ai/)
18:52:07	45921/45921	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:06%20GMT	https://www.paravision.ai/anti-slavery-and-human-trafficking-statement/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/anti-slavery-and-human-trafficking-statement/index.html	(from https://www.paravision.ai/)
18:52:07	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:06%20GMT	https://www.paravision.ai/GET	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/GET	(from https://cookie-cdn.cookiepro.com/consent/4146cd09-7cba-4e2d-b8b8-acb369b4fcb3/otSDKStub.js)
18:52:08	75976/75976	---M--	200	added ('OK')	font/woff2	etag:%226392ed3d-128c8%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/PTSerif-Regular.woff2	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/PTSerif-Regular.woff2	(from https://www.paravision.ai/wp-content/themes/paravision-2022/static/css/style.css?ver=11)
18:52:09	101428/101428	---M--	200	added ('OK')	font/woff	etag:%226392ed3d-18c34%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/PTSerif-Regular.woff	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/PTSerif-Regular.woff	(from https://www.paravision.ai/wp-content/themes/paravision-2022/static/css/style.css?ver=11)
18:52:10	29540/29540	---M--	200	added ('OK')	font/woff2	etag:%226392ed3d-7364%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-ExtraBold.woff2	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-ExtraBold.woff2	(from https://www.paravision.ai/wp-content/themes/paravision-2022/static/css/style.css?ver=11)
18:52:10	42092/42092	---M--	200	added ('OK')	font/woff	etag:%226392ed3d-a46c%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-ExtraBold.woff	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-ExtraBold.woff	(from https://www.paravision.ai/wp-content/themes/paravision-2022/static/css/style.css?ver=11)
18:52:12	43184/43184	---M--	200	added ('OK')	font/woff	etag:%226392ed3d-a8b0%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-Medium.woff	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-Medium.woff	(from https://www.paravision.ai/wp-content/themes/paravision-2022/static/css/style.css?ver=11)
18:52:12	43484/43484	---M--	200	added ('OK')	font/woff	etag:%226392ed3d-a9dc%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-Light.woff	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-Light.woff	(from https://www.paravision.ai/wp-content/themes/paravision-2022/static/css/style.css?ver=11)
18:52:13	43416/43416	---M--	200	added ('OK')	font/woff	etag:%226392ed3d-a998%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-Regular.woff	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-Regular.woff	(from https://www.paravision.ai/wp-content/themes/paravision-2022/static/css/style.css?ver=11)
18:52:14	43496/43496	---M--	200	added ('OK')	font/woff	etag:%226392ed3d-a9e8%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-Bold.woff	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-Bold.woff	(from https://www.paravision.ai/wp-content/themes/paravision-2022/static/css/style.css?ver=11)
18:52:15	43468/43468	---M--	200	added ('OK')	font/woff	etag:%226392ed3d-a9cc%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-SemiBold.woff	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/fonts/Manrope-SemiBold.woff	(from https://www.paravision.ai/wp-content/themes/paravision-2022/static/css/style.css?ver=11)
18:52:16	0/0	---MCZ	403	error ('Forbidden')	text/html	date:Mon,%2006%20Feb%202023%2021:52:15%20GMT	https://www.paravision.ai/news/paravision-face-recognition-raises-the-bar-latest-nist-frvt-11/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/news/paravision-face-recognition-raises-the-bar-latest-nist-frvt-11/index.html	(from https://www.paravision.ai/trust/)
18:52:16	381293/381293	---M--	200	added ('OK')	image/jpeg	etag:%226392ed39-5d16d%22	https://www.paravision.ai/wp-content/uploads/2022/09/trust-header.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/09/trust-header.jpg	(from https://www.paravision.ai/trust/)
18:52:16	112828/112828	---M--	200	added ('OK')	image/jpeg	etag:%226392ed3a-1b8bc%22	https://www.paravision.ai/wp-content/uploads/2022/03/face-recognition.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/03/face-recognition.jpg	(from https://www.paravision.ai/product/)
18:52:17	49204/49204	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:16%20GMT	https://www.paravision.ai/news/key-considerations-for-choosing-a-face-recognition-partner/	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/news/key-considerations-for-choosing-a-face-recognition-partner/index.html	(from https://www.paravision.ai/trust/)
18:52:17	106332/106332	---M--	200	added ('OK')	image/jpeg	etag:%226392ed39-19f5c%22	https://www.paravision.ai/wp-content/uploads/2022/09/product-authentic-id.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/09/product-authentic-id.jpg	(from https://www.paravision.ai/product/)
18:52:18	473392/473392	---M--	200	added ('OK')	image/png	etag:%226392ed38-73930%22	https://www.paravision.ai/wp-content/uploads/2022/12/identity_thumb.png	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/12/identity_thumb.png	(from https://www.paravision.ai/product/)
18:52:18	4714/4714	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Feb%202023%2021:52:17%20GMT	https://www.paravision.ai/cdn-cgi/l/email-protection	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/cdn-cgi/l/email-protection.html	(from https://www.paravision.ai/product/)
18:52:19	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263dd3cba-4d7%22	https://www.paravision.ai/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://www.paravision.ai/product/)
18:52:19	237492/237492	---M--	200	added ('OK')	image/jpeg	etag:%226392ed38-39fb4%22	https://www.paravision.ai/wp-content/uploads/2022/12/product_fr_header_test-2-1.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/12/product_fr_header_test-2-1.jpg	(from https://www.paravision.ai/product/)
18:52:19	16484/16484	---MCZ	200	added ('OK')	text/css	etag:W/%226392ed3d-4064%22	https://www.paravision.ai/wp-content/themes/paravision-2022/static/css/swiper.min.css?ver=11	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/themes/paravision-2022/static/css/swiper.min8bb0.css	(from https://www.paravision.ai/product/face-recognition/)
18:52:19	194726/194726	---M--	200	added ('OK')	image/jpeg	etag:%226392ed3a-2f8a6%22	https://www.paravision.ai/wp-content/uploads/2022/03/cover-video-face-recognition.jpg	C:/Users/barst/Desktop/coderstack/coderstack/www.paravision.ai/wp-content/uploads/2022/03/cover-video-face-recognition.jpg	(from https://www.paravision.ai/product/face-recognition/)
